debtor_name,Primary Phone,All Phones,sunbiz_email,city,state,address,zip,num_mcas,enhanced_distress_level
THE LICKING EXPRESS FOOD COURT,786-409-0625,786-409-0625,,OPA LOCKA,FL,3699 NW 135 STREET,33054,1,LOW
KEKOON RESTAURANT & LOUNGE LLC,954-456-3283,954-456-3283,hans.mullings@gmail.com,DAVIE,FL,15531 SHERIDAN ST,33331,1,LOW
EL PRIMO RED TACOS LLC,786-417-9083,786-417-9083,FLAGLER@ELPRIMOREDTACOS.COM,MIAMI,FL,179 E FLAGLER STREET,33131,1,LOW
"LEONAS CUCINA, LLC",619-947-1409,619-947-1409,,JACKSONVILLE,FL,10550 OLD ST AUGUSTINE RD SUITE 6,32257,1,LOW
THREEFOLD CAFE LLC,917-371-4454,917-371-4454,,CORAL GABLES,FL,141 GIRALDA AVENUE,33134,1,LOW
MARCA MIDTOWN LLC,305-528-0943,305-528-0943,marceloferreiros@gmail.com,MIAMI,FL,3250 BUENA VISTA BOULEVARD SUITE 124,33137,1,LOW
VINCENZO CUCINA LLC,908-625-2918,908-625-2918,,PONTE VEDRA BEACH,FL,3787 PALM VALLEY RD,32259,1,LOW
RIVALES TAQUERIA & CRAFT BAR LLC,561-309-2208,561-309-2208,avald84@yahoo.com,WEST PALM BEACH,FL,"106 N OLIVE AVE,",33401,1,LOW
DONA JUANA GUATEMALAN RESTAURANT INC,239-600-5263,239-600-5263,EDDY8709@GMAIL.COM,LEHIGH ACRES,FL,4315 12TH STREET WEST,33971,1,LOW
MILAGRO RESTAURANT AND BAR LLC,305-393-0717,305-393-0717; 352-989-7291,magdalena.montoya@milagrorestaurant.net,SUGARLOAF,FL,91 FRAZIER LANE,33042,1,LOW
SENOR LECHON Y MAS,407-948-0822,407-948-0822,rvedd4@aol.com,WEST PALM BEACH,FL,4576 CRESTHAVEN BLVD.,33415,1,LOW
MOSHI MOSHI PALM GROVE LLC,786-352-6997,786-352-6997,toshi@moshimoshi.fun,MIAMI,FL,7232 BISCAYNE BLVD,33138,1,LOW
LA PISTOLA LLC,850-329-6591,850-329-6591,LINKTALLAHASSEE@GMAIL.COM,TALLAHASSEE,FL,1303 THOMASVILLE RD,32303,1,LOW
QUORE GELATO LLC,786-556-0849,786-556-0849,kwon.lee@quoregelato.com,MIAMI,FL,5700 BISCAYNE BOULEVARD,33137,1,LOW
THE BUTT HUTT SMOKEHOUSE,904-482-7512,904-482-7512,selmahidic@aol.com,JACKSONVILLE,FL,3210 ROOSEVELT BOULEVARD,32205,1,LOW
HAVANA NIGHT BAR AND GRILL,407-627-5699,407-627-5699,faribabyhardt64@yahoo.com,PANAMA CITY,FL,2920 THOMAS DR,32408,1,LOW
VBP 215 LLC,720-234-5694,720-234-5694,RENEWALS@API.LAW,NEW SMYRNA BEACH,FL,532 NATURE CREEK LN,32168,1,LOW
THE CRAFTED DESSERT CO,352-606-9223,352-606-9223,,SPRING HILL,FL,120 COMMERCIAL WAY,34606,1,LOW
MAZAL ORLANDO ENTERPRISE LLC,786-920-1976,786-920-1976,Mazalorlando@gmail.com,ORLANDO,FL,"4434 HOFFNER AVENUE, SUITE 1",32812,1,LOW
KASE CUISINE LLC,458-219-1715,458-219-1715,KASELLC1519@GMAIL.COM,FORT LAUDERDALE,FL,1519 NE 4TH AVE,33304,1,LOW
PATRIZIA NYC LLC,646-853-1227,646-853-1227,info@patriziasfortlauderdale.com,FORT LAUDERDALE,FL,3300 NE 32ND ST,33308,1,LOW
DAILY NEWS RESTAURANT LLC,727-204-3324,727-204-3324,samira230472@gmail.com,CLEARWATER,FL,1575 S FORT HARRISON AVE,33756,1,LOW
CORVO BIANCO LLC,914-733-2475,914-733-2475,dena@corvobianco.pizza,DUNEDIN,FL,901 CURLEW ROAD,34698,1,LOW
HOWLEYS RESTAURANT INC,561-310-5713,561-310-5713,accounting@subculturegroup.com,WEST PALM BEACH,FL,4700 S DIXIE HWY,33405,1,LOW
"REMY'S CAFE, LLC",727-400-4043,727-400-4043,contactus@remyscafe.com,CLEARWATER,FL,1565 S HIGHLAND AVE,33756-2386,1,LOW
SOKAI SUSHI BAR DOWNTOWN LLC,786-660-6554,786-660-6554,oriana@sokaisushi.com,MIAMI,FL,10141 W FLAGLER ST,33174,1,LOW
MORNING GLORY EATERY LLC,321-480-6757,321-480-6757,pappagallos@cfl.rr.com,SATELLITE BEACH,FL,1753 HIGHWAY A1A,32937,1,LOW
"MICKEY BURKES, LLC",954-830-3545,954-830-3545,brian@mickeyburkes.com,MIAMI BEACH,FL,1265 WASHINGTON AVENUE,33139,1,LOW
SHAHS OF KABOB LLC,786-376-2711,786-376-2711; 786-367-2711; 786-365-8953,acct@shahsofkabob.org,SOUTH MIAMI,FL,5975 SUNSET DRIVE UNIT 109,33143,1,LOW
NSB GRILLE,386-576-6646,386-576-6646,nsbgrille@gmail.com,NEW SMYRNA BEACH,FL,1000 WAYNE AVE,32168,1,LOW
FONDA LA CHISMOSA LLC,786-953-0621,786-953-0621,info@lnaccountingsvc.com,MIAMI,FL,981 SW 8TH ST,33130,1,LOW
ROOKIES CANTINA LLC,321-439-7671,321-439-7671,jesush@rookiescantina.com,LONGWOOD,FL,140 SOUTH HIGHWAY 17-92,32750,1,LOW
"LIL GREENHOUSE GRILL, LLC",786-506-5796,786-506-5796,lilgreenhousegrill@gmail.com,MIAMI,FL,1300 NW 3RD AVE,33136,1,LOW
FAST AND BEAUTIFUL LLC,786-337-0865,786-337-0865,VIRTUS@FASTERINDIO.COM,FORT LAUDERDALE,FL,1340 SOUTHWEST 35TH AVENUE APARTMENT A1,33312,1,LOW
SIMMONS SOUL FOOD & BBQ LLC,813-507-5401,813-507-5401,simmonssoulfoodbbq@gmail.com,SPRING HILL,FL,11497 EHENWALD DR,34613,1,LOW
ANTOJITOS LA PATRONA LLC,352-626-2258,352-626-2258,antojitoslapatrona@yahoo.com,PENSACOLA,FL,8710 PENSACOLA BLVD,32534,1,LOW
ARTISTAS RESTAURANT INC.,786-385-9860,786-385-9860,ARIMIRSERVICES@GMAIL.COM,HIALEATH GARDENS,FL,9550 NW 79TH AVE STE 3,33016,1,LOW
"ADVENTIST HEALTH SYSTEM/SUNBELT, INC.",407-646-7700,407-646-7700,corp.legal@adventhealth.com,WINTER PARK,FL,111 NORTH ORLANDO AVENUE,32789,1,LOW
ZIPPOPS GOURMET PALETAS LLC,787-370-9056,787-370-9056,zippopspaletas@gmail.com,KISSIMMEE,FL,4410 HAMLET CT,34746,1,LOW
"POINTE GRAND DAYTONA, LLC",386-280-7102,386-280-7102,dhaynes@hillpointe.com,WINTER PARK,FL,"631 W. MORSE BLVD., STE 200",32789,1,LOW
EZ EATS LLC,724-498-7777,724-498-7777; 321-830-6866,Eliezeats@gmail.com,KISSIMMEE,FL,2658 PATRICIAN CIR,34746,1,LOW
LATIN CORAL WAY LLC,305-860-5707,305-860-5707,consultantfr305@gmail.com,MIAMI,FL,1590 SW 22ND ST,33145,1,LOW
"OAK STONE, LLC",407-267-3513,407-267-3513,bgrandison@bergersingerman.com,TAMPA,FL,"2502 N. ROCKY POINT DRIVE, SUITE 1050",33607,1,LOW
NEWMAN DAVID,303-220-0183,303-220-0183,,BOCA RATON,FL,1708 NORTHWAY CIRCLE,33496,1,LOW
PGA EATERY LLC,954-553-1877,954-553-1877,mreiss@rjdcorps.com,PALM BEACH GARDENS,FL,2460 PGA BOULEVARD,33410,1,LOW
NEGRONI BRICKELL LLC,786-351-8997,786-351-8997,dvalvarez.associatesmobile@gmail.com,DORAL,FL,6462 NORTHWEST 103RD PASSAGE,33178,1,LOW
A&M HEALTHY KITCHEN TO GO LLC,954-695-1816,954-695-1816,,PARK,FL,3472 NE 5TH AVE,33334,1,LOW
TG CATCH LLC,813-782-7770,813-782-7770,DAVIDRINGRAM@GMAIL.COM,ZEPHYRHILLS,FL,5039 FIRST STREET,33542,1,LOW
GLEM ENTERPRISES LLC,214-402-4844,214-402-4844,RLSOS@PARASEC.COM,BRADENTON,FL,7839 STATE ROAD 64 E,34212,1,LOW
CANOPY ROAD CAFE 4 LLC,407-967-1149,407-967-1149; 850-273-1111,draneymd@aol.com,TAMPA,FL,10254 CAUSEWAY BLVD,33619,1,LOW
CON HAMBRE RESTAURANT &  BAR INC,954-709-5847,954-709-5847,compliance@zenbusiness.com,HOLLYWOOD,FL,5939 HOLLYWOOD BLVD,33021,1,LOW
EL RANCHO DE SARASOTA INC,941-400-7110,941-400-7110,MIKEHRA@ICLOUD.COM,SARASOTA,FL,3572 17TH STREET,34235,1,LOW
MR PEPITO INC,813-419-9381,813-419-9381,DRUABBOTT@GMAIL.COM,TAMPA,FL,4105 N FLORIDA AVE,33603,1,LOW
PEACHY PIES FRESH MARKET & CAFE CO,352-737-0570,352-737-0570,,BROOKSVILLE,FL,17002 AYERS ROAD,34604,1,LOW
VILLA D ROSE CORP,786-216-8001,786-216-8001,Imperialproductsllc@gmail.com,WEST MIAMI,FL,6269 SW 8TH ST,33144,1,LOW
TASTY G SPOT LLC,305-389-4059,305-389-4059; 305-390-7479,incorporations@taxleaf.com,HALLANDALE BEACH,FL,3140 W PEMBROKE RD STE 541,33009,1,LOW
LA ROTONDA SUPERMAKET,813-925-9132,813-925-9132,deleonjunior@aol.com,LIVE OAK,FL,801 IRVIN AVE SW,32064,1,LOW
YARDBIRDS OF NW FLORIDA,850-226-4626,850-226-4626,,FT WALTON BEACH,FL,540 MARY ESTHER CUTOFF,32548,1,LOW
OFF THA BONE BBQ LLC,561-480-6137,561-480-6137,offthabone561@gmail.com,"WEST PALM BEACH,",FL,1516 N. TAMARIND AVE,33401,1,LOW
ISLAND GRILL 184,786-740-0749,786-740-0749,EASTERN@REGISTEREDAGENTSINC.COM,PALMETTO BAY,FL,9845 SOUTHWEST 184TH STREET,33157,1,LOW
I LOVE ORLANDO CAFE LLC,321-358-7930,321-358-7930,ILOVEORLANDOCAFE@GMAIL.COM,ORLANDO,FL,151 E WASHINGTON ST,32801,1,LOW
CINNAMON TREE CAFE,386-341-2205,386-341-2205,kodybologna@gmail.com,PORT ORANGE,FL,1665 DUNLAWTON AVE,32127,1,LOW
BOUNXOU THAI LLC,727-743-5593,727-743-5593,Directtaxservice@bellsouth.net,JACKSONVILLE,FL,9825 SAN JOSE BLVD ST28,32257,1,LOW
TACOS AL CARBON ROYAL PALM BEACH INC,561-718-0169,561-718-0169,knotturno@harpdevelopment.com,"WEST PALM BEACH,",FL,10385 SOUTHERN BOULEVARD,33411,1,LOW
CHURRASCARIA RIO GRANDE LLC,305-439-2196,305-439-2196,riograndehialeah@gmail.com,HIALEAH,FL,1255 W 46TH ST STE 27,33012,1,LOW
DONDE WILKING LATIN FOOD INC,929-544-6265,929-544-6265,Soaringeagleslogistics@gmail.com,DUNDEE,FL,915 DUNDEE ROAD,33838,1,LOW
NOWHERE GRILLE LLC,904-891-3347,904-891-3347,monica@plantationbookkeeping.com,PERRY,FL,13950 BEACH RD,32348,1,LOW
KOOK'N WITH KIM LLC,407-683-0815,407-683-0815,Kooknwithkim@gmail.com,ORLANDO,FL,307 WEST KENNEDY BOULEVARD,32810,1,LOW
MI CARRETA RESTAURANT  AND BAKERY INC,813-333-4156,813-333-4156,,ST PETERSBURG,FL,2705 54TH AVENUE NORTH,33714,1,LOW
"BAR B QUE RIBS, CHICKEN & JERK SHACK LLC",786-278-1167,786-278-1167,carldecruise@gmail.com,MIAMI SHORES,FL,12101 NW 27TH AVE,33167,1,LOW
THAI TO THE MOON,850-848-7262,850-848-7262,,ORANGE PARK,FL,10 BLANDING BLVD,32073,1,LOW
ANTOJITOS NAVIDENOS LLC,863-738-8666,863-738-8666,RDACCOUNTING@RDASM.COM,LAKELAND,FL,635 ROBIN RD,33803,1,LOW
FARM VIBES INC,954-583-2441,954-583-2441,FULFILLMENT@ZENBUSINESS.COM,BOYNTON BEACH,FL,9370 87TH PLACE SOUTH,33472,1,LOW
YARDBIRDS OF NW FLORIDA LLC,850-226-4626,850-226-4626,,FT WALTON BEACH,FL,540 MARY ESTHER CUTOFF,32548,1,LOW
LA VIE BELLE LLC,786-790-7546,786-790-7546,Laviebellemiami@gmail.com,MIAMI BEACH,FL,1201 20TH STREET,33139,1,LOW
"LA LEONESA FRITANGA 2, I",786-227-1137,786-227-1137,ianthomasforbes@gmail.com,MIAMI,FL,2361 NORTHWEST 7TH STREE,33125,1,LOW
LA ESTACION COLOMBIANA INC,321-442-3796,321-442-3796,mizq.ch@gmail.com,KISSIMMEE,FL,506 EAST VINE STREET,34744,1,LOW
PABELLON FOOD TRAILER INC,407-591-0290,407-591-0290,dwilling@verizon.net,TAMPA,FL,9743 W HILLSBOROUGH AVE,33615,1,LOW
KINGS POINT ICE CREAM & BURGER,321-695-3194,321-695-3194,,ORLANDO,FL,7231 INTERNATIONAL DR,32819,1,LOW
PIZZA PAZZA INC,386-492-7831,386-492-7831,SMBAHOLDINGS@GMAIL.COM,MIAMI,FL,275 NE 18TH ST  STE 109,33132,1,LOW
KING EXPRESS INC,407-854-7899,407-854-7899,Vitha2406@gmail.com,ORLANDO,FL,2225 WEST OAK RIDGE ROAD,32809,1,LOW
SUAREZ BBQ INC,305-318-7871,305-318-7871,kiryn@houchinconstruction.com,HIALEAH,FL,12963 W OKEECHOBEE RD STE 6,33018,1,LOW
INDIAN SPICE LLC,305-367-1943,305-367-1943,PERSISTALLY2019@GMAIL.COM,PANAMA CITY,FL,1818 WEST 23RD STREET,32405-2933,1,LOW
A LO CUBANISIMO FOOD TRUCK LLC,813-599-7745,813-599-7745; 407-591-0290,orestesrp1993@yahoo.com,TAMPA,FL,5604 NORTH HESPERIDES ST,33614,1,LOW
BILLY JOE'S CONCH QUEEN,305-896-4377,305-896-4377,,PEMBROKE PARK,FL,3936 PEMBROKE RD,33021,1,LOW
TACOS 19 LLC,786-326-4413,786-326-4413,asielfer89@gmail.com,MIAMI,FL,1325 SW 70TH AVE,33144,1,LOW
"ASIAN FIN, INC",561-716-6057,561-716-6057,tokyonsx@comcast.net,RIVIERA BEACH,FL,4650 DONALD ROSS ROAD,33418,1,LOW
MEGS FLORIDA INC,904-619-0383,904-619-0383,,JACKSONVILLE,FL,751 STOCKTON ST,32204,1,LOW
LA VACA LOCA CHURRASCARIA LLC,305-354-6919,305-354-6919,SKYPERMITSERVICES@GMAIL.COM,HOMESTEAD,FL,12335 SW 248TH ST,33032,1,LOW
MEXAS TACOS LLC,407-484-6374,407-484-6374,business@expertaxfinancial.com,ORLANDO,FL,8788 VINELAND AVE,32821,1,LOW
BURGER TRAP CORP,305-331-8762,305-331-8762,Karinafernandini@outlook.com,HOMESTEAD,FL,1057 SE 23RD TERR,33035,1,LOW
CARNE EN VARA EXPRESS FOOD TRUCK CORP,305-457-4288,305-457-4288,rpsmith.sbm@aol.com,MEDLEY,FL,7300 NW 84TH AVE,33166,1,LOW
LA CUBANA MEXICANA LLC,772-240-8405,772-240-8405,LACUBANAMEXICANA@GMAIL.COM,LIGHTHOUSE POINT,FL,5022 N FEDERAL HIGHWAY,33064,1,LOW
INVERSIONES JC LATIN LLC,727-296-7080,727-296-7080,JURBETHMARTINEZ@GMAIL.COM,BRANDON,FL,109 NORTH KINGS AVE,33511,1,LOW
FEM FOOD GROUP LLC,813-324-0711,813-324-0711,fuatsenwpb@gmail.com,WINTER HAVEN,FL,1151 HAVENDALE BLVD NW,33881,1,LOW
CINNAMON TREE CAFE LLC,386-341-2205,386-341-2205,kodybologna@gmail.com,PORT ORANGE,FL,1665 DUNLAWTON AVE,32127,1,LOW
ENAS SECRET BAKE CORP,813-452-7662,813-452-7662,TASUKI_86@YAHOO.COM,HIALEAH,FL,104 HIALEAH DR,33010,1,LOW
FUJI SUSHI INCORPORATED,407-474-2454,407-474-2454; 904-887-8884,FIRSTRESPONDERRX@GMAIL.COM,ALAFAYA,FL,504 N ALAFAYA TRL STE117,32828,1,LOW
RIKO  POLLO LLC,786-212-0554,786-212-0554,infoabctaxusa@gmail.com,HAINES CITY,FL,504 HIGHWAY 17,33844,1,LOW
BISTROLOGY LLC,850-571-2977,850-571-2977,bistrology98@gmail.com,MIRAMAR BEACH,FL,10004 US HIGHWAY 98 W,32550,1,LOW
TERRA MAR BRAZILIAN STEAKHOUSE INC,727-525-1100,727-525-1100,ZGLASSER@BJA-LAW.COM,PINELLAS PARK,FL,6715 49TH ST N,33781,1,LOW
DAIQUIRI DECK RAW BAR BR,941-346-1664,941-346-1664,,BRADENTON BEACH,FL,107 B BRIDGE STREET,34217,1,LOW
CALI BURGER LLC,727-289-7133,727-289-7133,EMES@TAMPABAY.RR.COM,TAMPA,FL,8320 W HILLSBOROUGH AVE,33615,1,LOW
"MOORE, ELLISON & MCDUFFIE, C.P.A.'S, P.A.",850-877-3149,850-877-3149,keith@memcpas.com,TALLAHASSEE,FL,2627 MITCHAM DRIVE,32308-0000,1,LOW
LAN XANG LAO THAI VIETNAMESE DIM SUM,239-398-2962,239-398-2962,lavinahanlotxomphou@gmail.com,CAPE CORAL,FL,2302 SE 15TH ST,33990,1,LOW
"305 CONCEPTS BAYSIDE, LLC",305-505-6474,305-505-6474,ap@coyotaco.com,MIAMI,FL,"401 BISCAYNE BLVD., SUITE 1320",33132,1,LOW
"FIDDLER'S CREEK FOUNDATION, INC.",239-732-9400,239-732-9400,STATE@FLORIDABUSINESSFILINGS.COM,NAPLES,FL,8156 FIDDLER'S CREEK PKWY,34114,1,LOW
EAT MY WAY MIAMI LLC,786-302-0868,786-302-0868,eatmywaymiami@gmail.com,NORTH MIAMI,FL,12143 NW 7TH AVE,33168,1,LOW
TYLER FAMILY RESTAURANT LLC,786-539-9552,786-539-9552,mog87.jl@gmail.com,NORTH MIAMI,FL,12302 NW 7TH AVENUE,33168,1,LOW
BAYONET DONUTS LLC,407-408-6130,407-408-6130,KHERNANDEZ@WIGGIN.COM,NAPLES,FL,3400 TAMIAMI TRAIL E,34112,1,LOW
708 NW 4TH AVE LLC,786-360-9206,786-360-9206,gov@propertymgmt.co,MIAMI BEACH,FL,3921 ALTON RD. #106,33140,1,LOW
"SOFL DONUTS, LLC",305-766-3723,305-766-3723,tiffany@ehglaw.com,POMPANO BEACH,FL,"4100 N. POWERLINE ROAD, SUITE M-3",33073,1,LOW
"AAA COASTAL MANAGEMENT, LLC",239-314-5691,239-314-5691,Peter@coastalvacationproperties.net,FORT MYERS BEACH,FL,19170 SAN CARLOS BLVD,33931,1,LOW
CHARLOTTE BAKERY & CAFE INC,786-589-1623,786-589-1623,YRODRIGUEZ@DPBCPA.COM,MIAMI,FL,90 NORTHWEST 39TH STREET,33127,1,LOW
FIRE ON THE BAYOU LLC,386-956-1879,386-956-1879,fireonthebayoufl@gmail.com,ORANGE CITY,FL,921 TOWN CENTER DRIVE,32763,1,LOW
"SHUT EM DOWN AUTHENTIC SOUTHERN RESTAURANT, LLC",904-330-8282,904-330-8282; 904-993-1362; 904-333-2991,shutemdownasr@gmail.com,JACKSONVILLE,FL,6315 SAN JUAN AVE,32210,1,LOW
"VENEZIA PIZZA & CAFE, INC.",305-868-2267,305-868-2267,jgpr599@hotmail.com,MIAMI BEACH,FL,6646 COLLINS AVE,33141,1,LOW
"LA' DIFFERANCE BAKERY & TAKEOUT RESTAURANT, LLC",321-945-6416,321-945-6416,Smanetgtl22@gmail.com,ORLANDO,FL,737 APOPKA VINELAND RD,32818,1,LOW
THE NOIA GROUP LLC,786-804-1355,786-804-1355,camila@orange-accounting.com,MIAMI,FL,11713 SW 137TH PATH,33186,1,LOW
"ICE DREAMMM SHOP, LLC",727-967-1277,727-967-1277,Icedreammmshop@gmail.com,LUTZ,FL,23912 STATE RD 54 # 2,33559,1,LOW
HOWLEY REAL ESTATE LLC,813-710-0743,813-710-0743,williamhowley@gmail.com,TAMPA,FL,"4207 SOUTH DALE MABRY HIGHWAY, #10301",33611,1,LOW
JUICE BREWS LLC,786-499-6848,786-499-6848,cgonzalez1082@gmail.com,HOMESTEAD,FL,29220 SW 177TH AVE,33030,1,LOW
"MAKIN' WAVES, LLC",334-406-4603,334-406-4603,makinwaves619@yahoo.com,CLEARWATER,FL,619 S GULFVIEW BLVD,33767,1,LOW
"SS HOTEL MANAGEMENT, LLC",305-538-1700,305-538-1700,EGARCIA@ARTEHOSPITALITY.COM,MIAMI,FL,8200 NW 41ST ST STE 312,33166,1,LOW
"26TH DEGREE BREWING COMPANY, LLC",954-532-6964,954-532-6964,yg@26brewing.com,POMPANO BEACH,FL,2600 E ATLANTIC BLVD,33062,1,LOW
HBNB CORP,240-863-1597,240-863-1597,SMFE2020@GMAIL.COM,MIAMI,FL,5905 SW 28TH ST,33155,1,LOW
"THE BACON BOSS, LLC",949-547-6601,949-547-6601,thebaconbossfoodtruck@gmail.com,WESLEY CHAPEL,FL,27602 SKY LAKE CIR,33544,1,LOW
A&Y PROPERTY MANAGEMENT CORP,786-367-1959,786-367-1959,acg.svc@gmail.com,MIAMI,FL,1200 BRICKELL BAY DR APT 2210,33131,1,LOW
PREFERRED LODGING INCORPORATED,786-797-9450,786-797-9450,yourgenevarealtor@gmail.com,MIRAMAR,FL,7531 SHALIMAR STREET,33023,1,LOW
"MIAMI RESIDENCES MANAGEMENT, LLC",305-747-3886,305-747-3886,info@miamiresidencespm.com,MIAMI BEACH,FL,"927 LINCOLN ROAD, SUITE 200",33139,1,LOW
VILLA PARAISO VACATION RENTALS LLC,786-449-2584,786-449-2584,mlopez0104788@gmail.com,MIAMI,FL,13359 SW 59TH TER,33183,1,LOW
"SOUPA UNIVERSITY, LLC",407-440-4687,407-440-4687,soupaucf@gmail.com,ORLANDO,FL,11325 UNIVERSITY BLVD STE 206A,32817,1,LOW
ELEON CAKES LLC,904-503-1741,904-503-1741,eradashtoyan@gmail.com,JACKSONVILLE,FL,"725 SKYMARKS DR, STE 4",32218,1,LOW
LE BERGER RESTAURANT LLC,561-577-8513,561-577-8513,Lebergerllc@gmail.com,LAKE WORTH,FL,1216 S DIXIE HWY,33460,1,LOW
ASUKAR FOODS CORP,786-418-7334,786-418-7334,EFILE1234@INCFILE.COM,MIAMI,FL,12236 NW 23RD PATH,33126,1,LOW
SARAS FOOD GROUP LLC,561-267-9428,561-267-9428,saraskitchenllc@yahoo.com,ST LUCIE,FL,10156 SW DISCOVERY WAY PORT,34987,1,LOW
"LA CAÑITA KENDALL, LLC",786-380-7209,786-380-7209,rsalvioli@yourbookkeeperus.com,KENDALL,FL,8405 MILLS DR. STE 203,33183,1,LOW
HRB WYNWOOD LLC,305-789-2766,305-789-2766,arnaud@cabinet-nisenbaum.com,MIAMI,FL,127 NW 27TH ST. STE 105,33127,1,LOW
DONOVAN'S STEAKHOUSE LLC,813-374-9513,813-374-9513,john@donovansmeatery.com,RIVERVIEW,FL,11206 SULLIVAN STREET,33578,1,LOW
"PUBBELLY SUSHI, LLC",407-534-6443,407-534-6443; 407-535-6443,joseluis_serrato@grupo2020.mx,MIAMI BEACH,FL,1424 2OTH ST.,33139,1,LOW
"ATA-SANDBAR, INC.",941-460-8280,941-460-8280,YANNRON@OUTLOOK.COM,ENGLEWOOD,FL,1975 BEACH RD.,34223,1,LOW
"CM SPANISH GROUP, LLC",786-695-9831,786-695-9831,agarcia@calamillormiami.com,MIAMI,FL,4000 SW 57TH AVE.,33155,1,LOW
LITTLE HEN LLC,954-626-0855,954-626-0855,EGLEE@ME.COM,MIAMI,FL,3451 NE 1 AVENUE 100,33137,1,LOW
STAGE PGA LLC,407-340-5136,407-340-5136,andy@stagepga.com,PALM BEACH GARDENS,FL,2000 PGA BLVD. #5502,33408,1,LOW
"CAPITAL BROKERS, LLC",954-268-7789,954-268-7789,pdavid@capitalbrokersusa.com,NORTH MIAMI,FL,"1835 NE MIAMI GARDENS DRIVE, UNIT 387",33179,1,LOW
MAYAMERO STREET FOOD LLC,954-661-0714,954-661-0714,favilg@gmail.com,NORTH MIAMI BEACH,FL,18280 WEST DIXIE HWY,33160,1,LOW
RASPADOS Y FRITANGA RINCON LEONES 2 CORP,786-482-3688,786-482-3688,FULFILLMENT@ZENBUSINESS.COM,MIAMI,FL,4353 NW 7TH ST,33126,1,LOW
LOS TARASCOS LLC,813-492-3433,813-492-3433,Veronicadlr6@gmail.com,PLANT CITY,FL,8505 S COUNTY ROAD 39,33567,1,LOW
TIENDA LA HUASTECA INC,727-351-7441,727-351-7441,stephen@pprplaw.com,CLEARWATER,FL,1745 DREW ST,33755,1,LOW
LA REINA DE MEXICO VEMEX LLC,727-475-0572,727-475-0572,sanchezcleaning01@gmail.com,CLEARWATER,FL,1413 CLEVELAND ST,33755,1,LOW
ZOELADY COOKS LLC,786-600-9752,786-600-9752,zoeladycooks@gmail.com,MIAMI,FL,12200 N MIAMI AVE,33168,1,LOW
THE SPOT HOOKAH LOUNGE INC,614-610-5980,614-610-5980,marsha@langfordmyers.com,JACKSONVILLE,FL,12226 BEACH BOULEVARD UNIT 5-7,32246,1,LOW
VOODOO BAYOU LLC,386-222-9668,386-222-9668; 561-723-0059,michael@truegrithospitality.com,PALM BEACH GARDENS,FL,11701 LAKE VICTORIA GARDENS AVE. #5095,33410,1,LOW
PORT RICHEY CORRAL LLC,703-577-3729,703-577-3729,support@ethicalmoneymatters.com,PORT RICHEY,FL,8928 US-19,34668,1,LOW
"MARINA CAFE, INC.",860-305-5178,860-305-5178,GSOCPALLC@GMAIL.COM,DESTIN,FL,404 HARBOR BLVD,32541,1,LOW
FICELLE BAKERY LLC,954-655-3907,954-655-3907,arizk@ficellebakeryusa.com,MIAMI,FL,1440 NW NORTH RIVER DR.,33125,1,LOW
JANIE ANN'S PIZZA INC,941-251-4491,941-251-4491,Fitpro125@gmail.com,BRADENTON,FL,5942 34TH ST,34210,1,LOW
GUIDOS PIZZA TIME INC,561-391-9240,561-391-9240,FULFILLMENT@ZENBUSINESS.COM,BOCA RATON,FL,1001 SW 2ND AVE 7000,33432,1,LOW
ORLANDO VACATION RENTALS SERVICES LLC,863-326-7900,863-326-7900; 863-438-6749,orlandovrs@aol.com,LOUGHMAN,FL,130 RUBINO DRIVE,33858,1,LOW
JAVIER'S MEXICAN GRILL INC,850-638-2270,850-638-2270,jasonchangcpa@gmail.com,CHIPLEY,FL,1414 MAIN STREET SUITE 5,32428,1,LOW
HOMELAB SOLUTIONS LLC,305-924-1043,305-924-1043,YURIBALART@HOTMAIL.COM,MIAMI,FL,4724 SW 135TH PL,33175,1,LOW
SOLO POLLO LLC,305-797-1235,305-797-1235,LRODRIGUEZ2131@GMAIL.COM,MIAMI,FL,7400 SW 42ND ST,33155,1,LOW
WHAT ARE WE CATERING LLC,954-702-7347,954-702-7347,Wawcatering954@gmail.com,MIRAMAR,FL,11271 SW 45TH PL UNIT 109,33025,1,LOW
"AM EDUCATION & SERVICES, INC.",786-382-8244,786-382-8244,PORTRAITDIVAS@GMAIL.COM,MIAMI,FL,9675 NORTHWEST 117TH AVENUE STE 405,33178,1,LOW
61 BISCUITS PALM BEACH GARDENS LLC,978-835-7334,978-835-7334,OLIVER@61-HOLDINGS.COM,PALM BEACH GARDENS,FL,4268 NORTHLAKE BLVD,33410,1,LOW
H2OCEAN SEAFOOD MARKET LLC,954-309-9436,954-309-9436,h2oceanseafood@yahoo.com,FORT LAUDERDALE,FL,5975 N FEDERAL HWY UNITS 103 & 104,33308,1,LOW
61 BISCUITS ROYAL PALM BEACH LLC,978-835-7334,978-835-7334,oliver@61-holdings.com,ROYAL PALM BEACH,FL,10101 SOUTHERN BLVD STE 11,33411,1,LOW
SPB SOCIAL GROUP LLC,516-359-9286,516-359-9286,keith@thetoastedmonkey.com,ST PETERSBURG,FL,678 75TH AVE,33706,1,LOW
